origin,destination,count
CO,KY,1121
CO,LA,503
CO,ME,544
CO,MD,1287
CO,MA,2117
CO,MI,1606
CO,MN,2426
CO,MS,579
CO,MO,2753
CO,MT,1967
CO,NE,2393
CO,NV,2293
CO,NH,523
CO,NJ,524
CO,NM,3269
CO,NY,3047
CO,NC,2978
CO,ND,468
CO,OH,1788
CO,OK,4385
CO,OR,2955
CO,PA,3233
CO,RI,0
CO,SC,1454
CO,SD,1000
CO,TN,1728
CO,TX,19748
CO,UT,6976
CO,VT,800
CO,VA,3707
CO,WA,4974
CO,WV,765
CO,WI,2798
CO,WY,4636
CT,AL,130
CT,AZ,1418
CT,AR,153
CT,CA,4906
CT,CO,1344
CT,DE,809
CT,FL,10045
CT,GA,3345
CT,ID,474
CT,IL,943
CT,IN,400
CT,IA,1059
CT,KS,0
CT,KY,191
CT,LA,34
CT,ME,1394
CT,MD,2895
CT,MA,11112
CT,MI,646
CT,MN,851
CT,MS,738
CT,MO,799
CT,MT,39
CT,NE,288
CT,NV,386
CT,NH,2113
CT,NJ,4343
CT,NM,42
CT,NY,12522
CT,NC,4669
CT,ND,84
CT,OH,1164
CT,OK,0
CT,OR,787
CT,PA,4552
CT,RI,3050
CT,SC,2951
CT,SD,11
CT,TN,476
CT,TX,2291
CT,UT,118
CT,VT,1354
CT,VA,5330
CT,WA,1134
CT,WV,0
CT,WI,571
CT,WY,0
DE,AL,212
DE,AZ,131
DE,AR,0
DE,CA,453
DE,CO,253
DE,CT,409
DE,FL,2957
DE,GA,666
DE,ID,0
DE,IL,749
DE,IN,87
DE,IA,85
DE,KS,0
DE,KY,137
DE,LA,174
DE,ME,49
DE,MD,3935
DE,MA,65
DE,MI,328
DE,MN,0
DE,MS,89
DE,MO,82
DE,MT,0
DE,NE,79
DE,NV,0
DE,NH,0
DE,NJ,2693
DE,NM,49
DE,NY,893
DE,NC,1890
DE,ND,0
DE,OH,598
DE,OK,43
DE,OR,0
DE,PA,5805
DE,RI,62
DE,SC,1005
DE,SD,0
DE,TN,352
DE,TX,1896
DE,UT,500
DE,VT,0
DE,VA,1236
DE,WA,111
DE,WV,200
DE,WI,66
DE,WY,0
FL,AL,15799
FL,AZ,4931
FL,AR,3264
FL,CA,18769
FL,CO,7085
FL,CT,6286
FL,DE,921
FL,GA,43170
FL,ID,2139
FL,IL,17472
FL,IN,7823
FL,IA,1403
FL,KS,3805
FL,KY,7638
FL,LA,9137
FL,ME,1781
FL,MD,11155
FL,MA,13714
FL,MI,12319
FL,MN,3114
FL,MS,5402
FL,MO,6801
FL,MT,2267
FL,NE,4052
FL,NV,5438
FL,NH,1839
FL,NJ,13935
FL,NM,1911
FL,NY,30875
FL,NC,24457
FL,ND,979
FL,OH,13641
FL,OK,4103
FL,OR,3411
FL,PA,15365
FL,RI,2074
FL,SC,11845
FL,SD,994
FL,TN,14221
FL,TX,38150
FL,UT,2599
FL,VT,806
FL,VA,18322
FL,WA,6782
FL,WV,4622
FL,WI,4493
FL,WY,857
GA,AL,20889
GA,AZ,6076
GA,AR,1090
GA,CA,10819
GA,CO,4499
GA,CT,2216
GA,DE,800
GA,FL,33835
GA,ID,331
GA,IL,6397
GA,IN,2744
GA,IA,1629
GA,KS,2970
GA,KY,4830
GA,LA,4994
GA,ME,699
GA,MD,5689
GA,MA,1954
GA,MI,2862
GA,MN,2293
GA,MS,5185
GA,MO,3512
GA,MT,599
GA,NE,1024
GA,NV,1409
GA,NH,362
GA,NJ,4958
GA,NM,1347
GA,NY,8175
GA,NC,14511
GA,ND,392
GA,OH,4774
GA,OK,3389
GA,OR,362
GA,PA,5439
GA,RI,710
GA,SC,17672
GA,SD,24
GA,TN,15255
GA,TX,19389
GA,UT,1494
GA,VT,115
GA,VA,10684
GA,WA,5041
GA,WV,1397
GA,WI,1406
GA,WY,397
ID,AL,1072
ID,AZ,2737
ID,AR,499
ID,CA,7446
ID,CO,1446
ID,CT,0
ID,DE,0
ID,FL,577
ID,GA,504
ID,ID,192170
ID,IL,720
ID,IN,1187
ID,IA,314
ID,KS,387
ID,KY,129
ID,LA,1073
ID,ME,0
ID,MD,1017
ID,MA,149
ID,MI,251
ID,MN,42
ID,MS,0
ID,MO,311
ID,MT,1616
ID,NE,177
ID,NV,3050
ID,NH,0
ID,NJ,342
ID,NM,200
ID,NY,607
ID,NC,118
ID,ND,257
ID,OH,962
ID,OK,189
ID,OR,5791
ID,PA,753
ID,RI,87
ID,SC,491
ID,SD,158
ID,TN,887
ID,TX,2303
ID,UT,7914
ID,VT,26
ID,VA,1225
ID,WA,8128
ID,WV,530
ID,WI,653
ID,WY,1241
IL,AL,3177
IL,AZ,13111
IL,AR,3758
IL,CA,16415
IL,CO,5686
IL,CT,1514
IL,DE,724
IL,FL,18482
IL,GA,9567
IL,ID,357
IL,IN,28173
IL,IA,11981
IL,KS,2637
IL,KY,4558
IL,LA,1377
IL,ME,413
IL,MD,2733
IL,MA,6326
IL,MI,11330
IL,MN,5545
IL,MS,4127
IL,MO,21245
IL,MT,875
IL,NE,1472
IL,NV,2451
IL,NH,536
IL,NJ,2509
IL,NM,1807
IL,NY,6982
IL,NC,4708
IL,ND,568
IL,OH,6871
IL,OK,2314
IL,OR,1506
IL,PA,3731
IL,RI,54
IL,SC,2501
IL,SD,984
IL,TN,4449
IL,TX,23156
IL,UT,1357
IL,VT,313
IL,VA,6402
IL,WA,3899
IL,WV,592
IL,WI,21139
IL,WY,171
IN,AL,3946
IN,AZ,4992
IN,AR,1032
IN,CA,6411
IN,CO,5621
IN,CT,583
IN,DE,62
IN,FL,14608
IN,GA,7054
IN,ID,112
IN,IL,19672
IN,IA,2242
IN,KS,2660
IN,KY,10764
IN,LA,1190
IN,ME,0
IN,MD,1268
IN,MA,1810
IN,MI,6550
IN,MN,1206
IN,MS,513
IN,MO,2956
IN,MT,303
IN,NE,195
IN,NV,940
IN,NH,321
IN,NJ,545
IN,NM,1434
IN,NY,2566
IN,NC,2927
IN,ND,181
IN,OH,10204
IN,OK,782
IN,OR,300
IN,PA,1767
IN,RI,0
IN,SC,1628
IN,SD,0
IN,TN,6225
IN,TX,9112
IN,UT,521
IN,VT,52
IN,VA,2432
IN,WA,1764
IN,WV,1159
IN,WI,2460
IN,WY,164
IA,AL,458
IA,AZ,3219
IA,AR,292
IA,CA,3576
IA,CO,2852
IA,CT,0
IA,DE,0
IA,FL,2009
IA,GA,1179
IA,ID,342
IA,IL,11109
IA,IN,975
IA,KS,2181
IA,KY,814
IA,LA,177
IA,ME,59
IA,MD,263
IA,MA,0
IA,MI,716
IA,MN,5738
IA,MS,113
IA,MO,5484
IA,MT,34
IA,NE,7080
IA,NV,491
IA,NH,0
IA,NJ,128
IA,NM,647
IA,NY,846
IA,NC,1463
IA,ND,513
IA,OH,744
IA,OK,2370
IA,OR,487
IA,PA,349
IA,RI,0
IA,SC,326
IA,SD,2539
IA,TN,907
IA,TX,2375
IA,UT,962
IA,VT,199
IA,VA,998
IA,WA,1593
IA,WV,0
IA,WI,2636
IA,WY,92
KS,AL,457
KS,AZ,2461
KS,AR,2776
KS,CA,4782
KS,CO,3934
KS,CT,766
KS,DE,48
KS,FL,3021
KS,GA,1472
KS,ID,587
KS,IL,2322
KS,IN,711
KS,IA,2310
KS,KY,1665
KS,LA,1029
KS,ME,0
KS,MD,1419
KS,MA,209
KS,MI,839
KS,MN,934
KS,MS,661
KS,MO,18757
KS,MT,0
KS,NE,4783
KS,NV,348
KS,NH,68
KS,NJ,61
KS,NM,234
KS,NY,671
KS,NC,2982
KS,ND,114
KS,OH,1521
KS,OK,5696
KS,OR,1162
KS,PA,1345
KS,RI,0
KS,SC,259
KS,SD,384
KS,TN,1515
KS,TX,10722
KS,UT,809
KS,VT,0
KS,VA,2229
KS,WA,723
KS,WV,0
KS,WI,1495
KS,WY,440
KY,AL,1765
KY,AZ,830
KY,AR,1684
KY,CA,1996
KY,CO,494
KY,CT,470
KY,DE,0
KY,FL,6699
KY,GA,7156
KY,ID,74
KY,IL,3818
KY,IN,8527
KY,IA,1120
KY,KS,773
KY,KY,532445
KY,LA,741
KY,ME,0
KY,MD,1598
KY,MA,438
KY,MI,2155
KY,MN,563
KY,MS,818
KY,MO,3358
KY,MT,171
KY,NE,250
KY,NV,643
KY,NH,0
KY,NJ,59
KY,NM,123
KY,NY,1811
KY,NC,5790
KY,ND,327
KY,OH,10490
KY,OK,1431
KY,OR,1942
KY,PA,2274
KY,RI,132
KY,SC,2213
KY,SD,30
KY,TN,9874
KY,TX,4045
KY,UT,456
KY,VT,39
KY,VA,2257
KY,WA,792
KY,WV,2901
KY,WI,350
KY,WY,0
LA,AL,4174
LA,AZ,1741
LA,AR,4905
LA,CA,3171
LA,CO,1204
LA,CT,114
LA,DE,90
LA,FL,4864
LA,GA,3742
LA,ID,204
LA,IL,1761
LA,IN,993
LA,IA,1155
LA,KS,1614
LA,KY,739
LA,LA,538217
LA,ME,521
LA,MD,632
LA,MA,64
LA,MI,1189
LA,MN,0
LA,MS,7145
LA,MO,1526
LA,MT,145
LA,NE,117
LA,NV,290
LA,NH,58
LA,NJ,174
LA,NM,45
LA,NY,1525
LA,NC,1913
LA,ND,83
LA,OH,896
LA,OK,1676
LA,OR,1284
LA,PA,859
LA,RI,66
LA,SC,2125
LA,SD,16
LA,TN,4497
LA,TX,26438
LA,UT,60
LA,VT,384
LA,VA,2082
LA,WA,970
LA,WV,0
LA,WI,518
LA,WY,324
ME,AL,710
ME,AZ,806
ME,AR,424
ME,CA,1216
ME,CO,639
ME,CT,234
ME,DE,72
ME,FL,4735
ME,GA,273
ME,ID,358
ME,IL,418
ME,IN,207
ME,IA,311
ME,KS,4
ME,KY,147
ME,LA,292
ME,ME,137512
ME,MD,1228
ME,MA,4228
ME,MI,38
ME,MN,35
ME,MS,127
ME,MO,509
ME,MT,20
ME,NE,0
ME,NV,0
ME,NH,1792
ME,NJ,588
ME,NM,63
ME,NY,1557
ME,NC,1338
ME,ND,0
ME,OH,431
ME,OK,41
ME,OR,295
ME,PA,998
ME,RI,400
ME,SC,484
ME,SD,234
ME,TN,807
ME,TX,748
ME,UT,156
ME,VT,996
ME,VA,2891
ME,WA,459
ME,WV,54
ME,WI,23
ME,WY,0
MD,AL,2709
MD,AZ,1265
MD,AR,654
MD,CA,11905
MD,CO,1949
MD,CT,2796
MD,DE,4573
MD,FL,6800
MD,GA,8479
MD,ID,314
MD,IL,1690
MD,IN,770
MD,IA,193
MD,KS,797
MD,KY,1273
MD,LA,1170
MD,ME,238
MD,MD,581828
MD,MA,2984
MD,MI,1667
MD,MN,751
MD,MS,432
MD,MO,994
MD,MT,183
MD,NE,354
MD,NV,329
MD,NH,449
MD,NJ,3089
MD,NM,670
MD,NY,6982
MD,NC,9570
MD,ND,294
MD,OH,3273
MD,OK,1776
MD,OR,187
MD,PA,18826
MD,RI,754
MD,SC,1692
MD,SD,0
MD,TN,1903
MD,TX,9001
MD,UT,532
MD,VT,123
MD,VA,26226
MD,WA,2426
MD,WV,4117
MD,WI,669
MD,WY,0
MA,AL,104
MA,AZ,1764
MA,AR,224
MA,CA,10171
MA,CO,2544
MA,CT,8136
MA,DE,1812
MA,FL,12919
MA,GA,4527
MA,ID,179
MA,IL,3518
MA,IN,457
MA,IA,193
MA,KS,703
MA,KY,1311
MA,LA,287
MA,ME,3518
MA,MD,3290
MA,MA,677839
MA,MI,1417
MA,MN,253
MA,MS,319
MA,MO,716
MA,MT,238
MA,NE,309
MA,NV,192
MA,NH,14984
MA,NJ,3982
MA,NM,821
MA,NY,17239
MA,NC,5673
MA,ND,0
MA,OH,3360
MA,OK,525
MA,OR,1325
MA,PA,5320
MA,RI,6947
MA,SC,1908
MA,SD,46
MA,TN,857
MA,TX,4162
MA,UT,1221
MA,VT,1940
MA,VA,5017
MA,WA,1762
MA,WV,121
MA,WI,279
MA,WY,124
MI,AL,3964
MI,AZ,10923
MI,AR,1905
MI,CA,10741
MI,CO,5684
MI,CT,621
MI,DE,262
MI,FL,19440
MI,GA,9173
MI,ID,332
MI,IL,11703
MI,IN,12383
MI,IA,1203
MI,KS,2736
MI,KY,4759
MI,LA,1378
MI,ME,0
MI,MD,4223
MI,MA,3521
MI,MI,1296433
MI,MN,1868
MI,MS,2235
MI,MO,2304
MI,MT,306
MI,NE,1465
MI,NV,2516
MI,NH,213
MI,NJ,800
MI,NM,683
MI,NY,7467
MI,NC,9510
MI,ND,637
MI,OH,15255
MI,OK,893
MI,OR,1625
MI,PA,4431
MI,RI,185
MI,SC,3353
MI,SD,511
MI,TN,6991
MI,TX,12444
MI,UT,906
MI,VT,99
MI,VA,7227
MI,WA,4827
MI,WV,2085
MI,WI,5456
MI,WY,1625
MN,AL,621
MN,AZ,6161
MN,AR,1130
MN,CA,7126
MN,CO,4494
MN,CT,14
MN,DE,0
MN,FL,5025
MN,GA,2024
MN,ID,390
MN,IL,4761
MN,IN,868
MN,IA,5480
MN,KS,1774
MN,KY,777
MN,LA,315
MN,ME,264
MN,MD,908
MN,MA,1351
MN,MI,1242
MN,MN,631602
MN,MS,244
MN,MO,1778
MN,MT,416
MN,NE,1757
MN,NV,1863
MN,NH,0
MN,NJ,722
MN,NM,516
MN,NY,1921
MN,NC,1089
MN,ND,13564
MN,OH,2764
MN,OK,562
MN,OR,1408
MN,PA,1007
MN,RI,169
MN,SC,637
MN,SD,5445
MN,TN,887
MN,TX,7075
MN,UT,1212
MN,VT,50
MN,VA,1026
MN,WA,2021
MN,WV,80
MN,WI,16937
MN,WY,357
MS,AL,7941
MS,AZ,388
MS,AR,3059
MS,CA,2516
MS,CO,946
MS,CT,261
MS,DE,0
MS,FL,4695
MS,GA,4905
MS,ID,27
MS,IL,909
MS,IN,298
MS,IA,638
MS,KS,641
MS,KY,1085
MS,LA,10373
MS,ME,20
MS,MD,1466
MS,MA,164
MS,MI,1492
MS,MN,270
MS,MS,359199
MS,MO,1617
MS,MT,395
MS,NE,418
MS,NV,567
MS,NH,187
MS,NJ,295
MS,NM,436
MS,NY,205
MS,NC,2983
MS,ND,113
MS,OH,879
MS,OK,1325
MS,OR,94
MS,PA,1279
MS,RI,249
MS,SC,808
MS,SD,99
MS,TN,8735
MS,TX,6329
MS,UT,191
MS,VT,0
MS,VA,1527
MS,WA,1349
MS,WV,892
MS,WI,789
MS,WY,0
MO,AL,1069
MO,AZ,3606
MO,AR,7652
MO,CA,8651
MO,CO,4087
MO,CT,192
MO,DE,0
MO,FL,6812
MO,GA,2879
MO,ID,281
MO,IL,10379
MO,IN,2379
MO,IA,2588
MO,KS,24307
MO,KY,2578
MO,LA,972
MO,ME,119
MO,MD,2403
MO,MA,1608
MO,MI,2437
MO,MN,985
MO,MS,1235
MO,MO,800410
MO,MT,265
MO,NE,2973
MO,NV,1193
MO,NH,130
MO,NJ,314
MO,NM,1941
MO,NY,2225
MO,NC,3945
MO,ND,63
MO,OH,2545
MO,OK,5505
MO,OR,401
MO,PA,1116
MO,RI,0
MO,SC,1682
MO,SD,210
MO,TN,3246
MO,TX,12940
MO,UT,1126
MO,VT,154
MO,VA,1394
MO,WA,3886
MO,WV,433
MO,WI,1398
MO,WY,1681
MT,AL,456
MT,AZ,1149
MT,AR,0
MT,CA,2102
MT,CO,1283
MT,CT,75
MT,DE,0
MT,FL,828
MT,GA,649
MT,ID,1713
MT,IL,100
MT,IN,26
MT,IA,312
MT,KS,233
MT,KY,239
MT,LA,92
MT,ME,0
MT,MD,0
MT,MA,288
MT,MI,92
MT,MN,661
MT,MS,0
MT,MO,303
MT,MT,129117
MT,NE,228
MT,NV,345
MT,NH,452
MT,NJ,0
MT,NM,763
MT,NY,889
MT,NC,50
MT,ND,1689
MT,OH,239
MT,OK,138
MT,OR,2163
MT,PA,90
MT,RI,65
MT,SC,184
MT,SD,1756
MT,TN,0
MT,TX,1346
MT,UT,1682
MT,VT,0
MT,VA,524
MT,WA,3050
MT,WV,0
MT,WI,176
MT,WY,1659
NE,AL,0
NE,AZ,3224
NE,AR,198
NE,CA,2400
NE,CO,4118
NE,CT,0
NE,DE,60
NE,FL,1250
NE,GA,494
NE,ID,177
NE,IL,174
NE,IN,600
NE,IA,7380
NE,KS,2902
NE,KY,163
NE,LA,98
NE,ME,0
NE,MD,55
NE,MA,0
NE,MI,523
NE,MN,1486
NE,MS,0
NE,MO,1887
NE,MT,31
NE,NE,253941
NE,NV,271
NE,NH,0
NE,NJ,137
NE,NM,934
NE,NY,315
NE,NC,228
NE,ND,100
NE,OH,480
NE,OK,437
NE,OR,611
NE,PA,237
NE,RI,13
NE,SC,356
NE,SD,2002
NE,TN,1001
NE,TX,3355
NE,UT,1178
NE,VT,58
NE,VA,1852
NE,WA,356
NE,WV,169
NE,WI,313
NE,WY,1861
NV,AL,567
NV,AZ,8666
NV,AR,2079
NV,CA,32333
NV,CO,5320
NV,CT,153
NV,DE,0
NV,FL,3381
NV,GA,1952
NV,ID,2838
NV,IL,2485
NV,IN,282
NV,IA,1311
NV,KS,1983
NV,KY,260
NV,LA,868
NV,ME,0
NV,MD,206
NV,MA,416
NV,MI,1580
NV,MN,969
NV,MS,522
NV,MO,1851
NV,MT,1116
NV,NE,387
NV,NV,427802
NV,NH,0
NV,NJ,299
NV,NM,3274
NV,NY,3137
NV,NC,2159
NV,ND,207
NV,OH,1503
NV,OK,1364
NV,OR,4062
NV,PA,2401
NV,RI,84
NV,SC,639
NV,SD,99
NV,TN,495
NV,TX,6111
NV,UT,5272
NV,VT,30
NV,VA,1506
NV,WA,4082
NV,WV,105
NV,WI,976
NV,WY,235
NH,AL,99
NH,AZ,1114
NH,AR,165
NH,CA,1817
NH,CO,577
NH,CT,2932
NH,DE,273
NH,FL,5891
NH,GA,168
NH,ID,0
NH,IL,299
NH,IN,1559
NH,IA,0
NH,KS,175
NH,KY,828
NH,LA,0
NH,ME,3395
NH,MD,620
NH,MA,10775
NH,MI,334
NH,MN,74
NH,MS,0
NH,MO,0
NH,MT,35
NH,NE,408
NH,NV,763
NH,NH,131787
NH,NJ,477
NH,NM,0
NH,NY,2285
NH,NC,1746
NH,ND,0
NH,OH,823
NH,OK,28
NH,OR,0
NH,PA,511
NH,RI,1064
NH,SC,1240
NH,SD,0
NH,TN,421
NH,TX,823
NH,UT,206
NH,VT,3828
NH,VA,1850
NH,WA,342
NH,WV,0
NH,WI,94
NH,WY,0
NJ,AL,664
NJ,AZ,2094
NJ,AR,315
NJ,CA,6142
NJ,CO,1540
NJ,CT,2415
NJ,DE,3851
NJ,FL,15674
NJ,GA,5015
NJ,ID,422
NJ,IL,2293
NJ,IN,808
NJ,IA,255
NJ,KS,1702
NJ,KY,287
NJ,LA,681
NJ,ME,938
NJ,MD,6810
NJ,MA,6850
NJ,MI,2208
NJ,MN,815
NJ,MS,232
NJ,MO,1515
NJ,MT,60
NJ,NE,22
NJ,NV,505
NJ,NH,737
NJ,NJ,663534
NJ,NM,879
NJ,NY,36630
NJ,NC,13266
NJ,ND,203
NJ,OH,2187
NJ,OK,1033
NJ,OR,788
NJ,PA,38000
NJ,RI,1330
NJ,SC,4722
NJ,SD,57
NJ,TN,1643
NJ,TX,5813
NJ,UT,380
NJ,VT,558
NJ,VA,9348
NJ,WA,1969
NJ,WV,1090
NJ,WI,410
NJ,WY,122
NM,AL,404
NM,AZ,8707
NM,AR,574
NM,CA,7057
NM,CO,8038
NM,CT,120
NM,DE,54
NM,FL,1676
NM,GA,388
NM,ID,521
NM,IL,1008
NM,IN,357
NM,IA,141
NM,KS,1145
NM,KY,273
NM,LA,322
NM,ME,98
NM,MD,763
NM,MA,344
NM,MI,128
NM,MN,639
NM,MS,55
NM,MO,515
NM,MT,471
NM,NE,298
NM,NV,1544
NM,NH,0
NM,NJ,360
NM,NM,237011
NM,NY,1248
NM,NC,1432
NM,ND,337
NM,OH,689
NM,OK,2776
NM,OR,1142
NM,PA,270
NM,RI,0
NM,SC,752
NM,SD,21
NM,TN,882
NM,TX,15279
NM,UT,954
NM,VT,148
NM,VA,760
NM,WA,1683
NM,WV,0
NM,WI,657
NM,WY,199
NY,AL,2463
NY,AZ,4775
NY,AR,1803
NY,CA,26083
NY,CO,3996
NY,CT,19313
NY,DE,3351
NY,FL,53482
NY,GA,12563
NY,ID,268
NY,IL,9262
NY,IN,3470
NY,IA,952
NY,KS,900
NY,KY,4580
NY,LA,1221
NY,ME,1956
NY,MD,11910
NY,MA,22409
NY,MI,4583
NY,MN,2275
NY,MS,409
NY,MO,2555
NY,MT,379
NY,NE,515
NY,NV,1638
NY,NH,2370
NY,NJ,41692
NY,NM,300
NY,NY,1750107
NY,NC,20865
NY,ND,66
NY,OH,10451
NY,OK,2076
NY,OR,983
NY,PA,31898
NY,RI,3042
NY,SC,10762
NY,SD,587
NY,TN,5361
NY,TX,12973
NY,UT,1776
NY,VT,2673
NY,VA,18470
NY,WA,5378
NY,WV,1117
NY,WI,2203
NY,WY,96
NC,AL,7152
NC,AZ,3996
NC,AR,1245
NC,CA,10802
NC,CO,4565
NC,CT,1426
NC,DE,317
NC,FL,25128
NC,GA,14348
NC,ID,920
NC,IL,4430
NC,IN,1184
NC,IA,761
NC,KS,1476
NC,KY,4162
NC,LA,1360
NC,ME,271
NC,MD,8192
NC,MA,3313
NC,MI,3009
NC,MN,2842
NC,MS,1181
NC,MO,2766
NC,MT,565
NC,NE,94
NC,NV,2412
NC,NH,761
NC,NJ,3499
NC,NM,510
NC,NY,11518
NC,NC,1121447
NC,ND,299
NC,OH,5793
NC,OK,2096
NC,OR,3120
NC,PA,8218
NC,RI,654
NC,SC,24468
NC,SD,567
NC,TN,8333
NC,TX,16530
NC,UT,233
NC,VT,180
NC,VA,22109
NC,WA,3145
NC,WV,2610
NC,WI,2137
NC,WY,153
ND,AL,39
ND,AZ,1039
ND,AR,0
ND,CA,741
ND,CO,227
ND,CT,0
ND,DE,0
ND,FL,574
ND,GA,357
ND,ID,227
ND,IL,562
ND,IN,0
ND,IA,1508
ND,KS,423
ND,KY,0
ND,LA,190
ND,ME,0
ND,MD,0
ND,MA,153
ND,MI,309
ND,MN,7160
ND,MS,77
ND,MO,235
ND,MT,1051
ND,NE,682
ND,NV,637
ND,NH,0
ND,NJ,53
ND,NM,194
ND,NY,0
ND,NC,117
ND,ND,79725
ND,OH,232
ND,OK,272
ND,OR,0
ND,PA,254
ND,RI,0
ND,SC,55
ND,SD,1658
ND,TN,0
ND,TX,839
ND,UT,0
ND,VT,0
ND,VA,213
ND,WA,488
ND,WV,265
ND,WI,306
ND,WY,189
OH,AL,3265
OH,AZ,4829
OH,AR,1128
OH,CA,7657
OH,CO,2316
OH,CT,1458
OH,DE,859
OH,FL,21346
OH,GA,11264
OH,ID,583
OH,IL,6915
OH,IN,13772
OH,IA,835
OH,KS,2021
OH,KY,13469
OH,LA,1736
OH,ME,343
OH,MD,3517
OH,MA,3233
OH,MI,11801
OH,MN,1388
OH,MS,1419
OH,MO,3895
OH,MT,269
OH,NE,191
OH,NV,549
OH,NH,537
OH,NJ,2122
OH,NM,976
OH,NY,5822
OH,NC,11709
OH,ND,314
OH,OK,1573
OH,OR,1215
OH,PA,12275
OH,RI,592
OH,SC,7011
OH,SD,1192
OH,TN,7424
OH,TX,11900
OH,UT,542
OH,VT,326
OH,VA,6870
OH,WA,2099
OH,WV,6950
OH,WI,2609
OH,WY,224
OK,AL,1316
OK,AZ,1594
OK,AR,7538
OK,CA,2766
OK,CO,4206
OK,CT,125
OK,DE,0
OK,FL,2441
OK,GA,2360
OK,ID,435
OK,IL,1804
OK,IN,629
OK,IA,1273
OK,KS,6975
OK,KY,3014
OK,LA,2119
OK,ME,25
OK,MD,853
OK,MA,385
OK,MI,821
OK,MN,1208
OK,MS,915
OK,MO,4283
OK,MT,142
OK,NE,227
OK,NV,352
OK,NH,0
OK,NJ,277
OK,NM,1180
OK,NY,1777
OK,NC,1620
OK,ND,0
OK,OH,382
OK,OK,542454
OK,OR,2361
OK,PA,781
OK,RI,0
OK,SC,876
OK,SD,518
OK,TN,1840
OK,TX,25784
OK,UT,669
OK,VT,41
OK,VA,839
OK,WA,1521
OK,WV,114
OK,WI,230
OK,WY,187
OR,AL,125
OR,AZ,5407
OR,AR,798
OR,CA,21270
OR,CO,2646
OR,CT,161
OR,DE,55
OR,FL,2869
OR,GA,3291
OR,ID,3208
OR,IL,455
OR,IN,71
OR,IA,161
OR,KS,494
OR,KY,393
OR,LA,285
OR,ME,277
OR,MD,326
OR,MA,667
OR,MI,1631
OR,MN,1088
OR,MS,0
OR,MO,915
OR,MT,1764
OR,NE,138
OR,NV,3268
OR,NH,249
OR,NJ,199
