origin,destination,count
CT,MA,10978
CT,MI,2647
CT,MN,238
CT,MS,232
CT,MO,1178
CT,MT,127
CT,NE,387
CT,NV,378
CT,NH,3754
CT,NJ,2973
CT,NM,0
CT,NY,11674
CT,NC,4336
CT,ND,0
CT,OH,784
CT,OK,0
CT,OR,309
CT,PA,4962
CT,RI,2396
CT,SC,2562
CT,SD,0
CT,TN,797
CT,TX,3056
CT,UT,266
CT,VT,1408
CT,VA,3906
CT,WA,1523
CT,WV,259
CT,WI,468
CT,WY,0
DE,AL,0
DE,AZ,371
DE,AR,0
DE,CA,324
DE,CO,212
DE,CT,148
DE,FL,1158
DE,GA,1323
DE,ID,0
DE,IL,383
DE,IN,406
DE,IA,132
DE,KS,0
DE,KY,369
DE,LA,117
DE,ME,122
DE,MD,6530
DE,MA,269
DE,MI,160
DE,MN,38
DE,MS,0
DE,MO,62
DE,MT,0
DE,NE,0
DE,NV,282
DE,NH,64
DE,NJ,1494
DE,NM,39
DE,NY,706
DE,NC,2771
DE,ND,0
DE,OH,310
DE,OK,0
DE,OR,55
DE,PA,7970
DE,RI,74
DE,SC,616
DE,SD,0
DE,TN,543
DE,TX,657
DE,UT,83
DE,VT,0
DE,VA,1252
DE,WA,225
DE,WV,342
DE,WI,210
DE,WY,0
FL,AL,18536
FL,AZ,5693
FL,AR,2923
FL,CA,28552
FL,CO,8594
FL,CT,7760
FL,DE,1314
FL,GA,77098
FL,ID,2166
FL,IL,14542
FL,IN,9632
FL,IA,2495
FL,KS,2609
FL,KY,10288
FL,LA,7848
FL,ME,1833
FL,MD,11077
FL,MA,11006
FL,MI,12374
FL,MN,5349
FL,MS,5253
FL,MO,8135
FL,MT,211
FL,NE,971
FL,NV,3356
FL,NH,2817
FL,NJ,12129
FL,NM,2661
FL,NY,34951
FL,NC,44954
FL,ND,908
FL,OH,16019
FL,OK,3485
FL,OR,1623
FL,PA,13564
FL,RI,2703
FL,SC,18756
FL,SD,1056
FL,TN,26501
FL,TX,38595
FL,UT,5130
FL,VT,1353
FL,VA,22575
FL,WA,8274
FL,WV,2374
FL,WI,4703
FL,WY,524
GA,AL,26244
GA,AZ,4160
GA,AR,1023
GA,CA,13499
GA,CO,3934
GA,CT,652
GA,DE,304
GA,FL,31752
GA,ID,365
GA,IL,9116
GA,IN,1371
GA,IA,1916
GA,KS,1029
GA,KY,5627
GA,LA,8264
GA,ME,790
GA,MD,4737
GA,MA,2198
GA,MI,5897
GA,MN,3716
GA,MS,4005
GA,MO,3421
GA,MT,818
GA,NE,403
GA,NV,1114
GA,NH,1001
GA,NJ,2647
GA,NM,476
GA,NY,8570
GA,NC,17856
GA,ND,229
GA,OH,6119
GA,OK,3084
GA,OR,1167
GA,PA,6493
GA,RI,306
GA,SC,17307
GA,SD,673
GA,TN,17655
GA,TX,17625
GA,UT,1542
GA,VT,418
GA,VA,10080
GA,WA,3867
GA,WV,1433
GA,WI,1404
GA,WY,353
ID,AL,37
ID,AZ,1910
ID,AR,183
ID,CA,5052
ID,CO,1142
ID,CT,265
ID,DE,0
ID,FL,1122
ID,GA,335
ID,IL,394
ID,IN,174
ID,IA,118
ID,KS,81
ID,KY,141
ID,LA,206
ID,ME,166
ID,MD,86
ID,MA,0
ID,MI,113
ID,MN,275
ID,MS,160
ID,MO,193
ID,MT,2320
ID,NE,653
ID,NV,1920
ID,NH,20
ID,NJ,47
ID,NM,834
ID,NY,936
ID,NC,480
ID,ND,77
ID,OH,182
ID,OK,68
ID,OR,7495
ID,PA,48
ID,RI,0
ID,SC,303
ID,SD,0
ID,TN,599
ID,TX,987
ID,UT,7925
ID,VT,86
ID,VA,1272
ID,WA,8806
ID,WV,0
ID,WI,435
ID,WY,820
IL,AL,2345
IL,AZ,11447
IL,AR,2333
IL,CA,24219
IL,CO,5902
IL,CT,1897
IL,DE,107
IL,FL,18065
IL,GA,8465
IL,ID,1167
IL,IN,33792
IL,IA,14042
IL,KS,3103
IL,KY,4093
IL,LA,2630
IL,ME,381
IL,MD,3216
IL,MA,2523
IL,MI,10230
IL,MN,7248
IL,MS,2925
IL,MO,21200
IL,MT,354
IL,NE,716
IL,NV,4268
IL,NH,1556
IL,NJ,1630
IL,NM,1231
IL,NY,8569
IL,NC,5387
IL,ND,515
IL,OH,9866
IL,OK,2896
IL,OR,1065
IL,PA,5432
IL,RI,167
IL,SC,3988
IL,SD,638
IL,TN,7968
IL,TX,19760
IL,UT,1270
IL,VT,525
IL,VA,7206
IL,WA,3585
IL,WV,695
IL,WI,24130
IL,WY,330
IN,AL,3616
IN,AZ,5633
IN,AR,1176
IN,CA,7152
IN,CO,2821
IN,CT,953
IN,DE,502
IN,FL,13047
IN,GA,3902
IN,ID,408
IN,IL,19022
IN,IA,2820
IN,KS,796
IN,KY,14775
IN,LA,1582
IN,ME,689
IN,MD,1417
IN,MA,1317
IN,MI,7387
IN,MN,1880
IN,MS,1567
IN,MO,2537
IN,MT,319
IN,NE,884
IN,NV,629
IN,NH,0
IN,NJ,1396
IN,NM,609
IN,NY,2350
IN,NC,4970
IN,ND,148
IN,OH,12761
IN,OK,2249
IN,OR,1068
IN,PA,3907
IN,RI,134
IN,SC,1531
IN,SD,0
IN,TN,4229
IN,TX,10187
IN,UT,1048
IN,VT,0
IN,VA,2466
IN,WA,2206
IN,WV,548
IN,WI,1791
IN,WY,88
IA,AL,243
IA,AZ,2570
IA,AR,249
IA,CA,2962
IA,CO,1309
IA,CT,508
IA,DE,60
IA,FL,1425
IA,GA,1599
IA,ID,321
IA,IL,9777
IA,IN,1275
IA,KS,3171
IA,KY,776
IA,LA,122
IA,ME,0
IA,MD,319
IA,MA,424
IA,MI,849
IA,MN,4987
IA,MS,50
IA,MO,5555
IA,MT,210
IA,NE,7666
IA,NV,1880
IA,NH,286
IA,NJ,53
IA,NM,257
IA,NY,446
IA,NC,569
IA,ND,166
IA,OH,1679
IA,OK,159
IA,OR,356
IA,PA,817
IA,RI,81
IA,SC,718
IA,SD,2515
IA,TN,87
IA,TX,6026
IA,UT,799
IA,VT,0
IA,VA,559
IA,WA,2331
IA,WV,116
IA,WI,4036
IA,WY,97
KS,AL,351
KS,AZ,3357
KS,AR,2085
KS,CA,2793
KS,CO,5977
KS,CT,0
KS,DE,237
KS,FL,1402
KS,GA,986
KS,ID,484
KS,IL,2169
KS,IN,1459
KS,IA,2021
KS,KY,663
KS,LA,1483
KS,ME,38
KS,MD,330
KS,MA,323
KS,MI,1042
KS,MN,961
KS,MS,864
KS,MO,21441
KS,MT,196
KS,NE,4416
KS,NV,290
KS,NH,83
KS,NJ,669
KS,NM,76
KS,NY,964
KS,NC,3145
KS,ND,254
KS,OH,1221
KS,OK,7584
KS,OR,1810
KS,PA,767
KS,RI,0
KS,SC,709
KS,SD,457
KS,TN,1331
KS,TX,10339
KS,UT,1514
KS,VT,0
KS,VA,1714
KS,WA,1582
KS,WV,371
KS,WI,921
KS,WY,369
KY,AL,2453
KY,AZ,754
KY,AR,858
KY,CA,3871
KY,CO,1558
KY,CT,405
KY,DE,36
KY,FL,9255
KY,GA,4276
KY,ID,357
KY,IL,3715
KY,IN,12866
KY,IA,733
KY,KS,2276
KY,LA,1355
KY,ME,0
KY,MD,1195
KY,MA,264
KY,MI,1551
KY,MN,3363
KY,MS,832
KY,MO,455
KY,MT,497
KY,NE,39
KY,NV,388
KY,NH,96
KY,NJ,604
KY,NM,506
KY,NY,1668
KY,NC,2975
KY,ND,0
KY,OH,13237
KY,OK,178
KY,OR,159
KY,PA,2998
KY,RI,214
KY,SC,2462
KY,SD,60
KY,TN,9942
KY,TX,6141
KY,UT,840
KY,VT,30
KY,VA,2119
KY,WA,532
KY,WV,3533
KY,WI,576
KY,WY,402
LA,AL,4346
LA,AZ,1178
LA,AR,5563
LA,CA,6176
LA,CO,3012
LA,CT,236
LA,DE,288
LA,FL,5901
LA,GA,10574
LA,ID,0
LA,IL,2293
LA,IN,791
LA,IA,378
LA,KS,555
LA,KY,699
LA,ME,373
LA,MD,1163
LA,MA,370
LA,MI,1543
LA,MN,127
LA,MS,7752
LA,MO,1695
LA,MT,301
LA,NE,450
LA,NV,233
LA,NH,0
LA,NJ,628
LA,NM,102
LA,NY,1441
LA,NC,3107
LA,ND,0
LA,OH,762
LA,OK,1207
LA,OR,302
LA,PA,1869
LA,RI,253
LA,SC,1628
LA,SD,650
LA,TN,4070
LA,TX,40272
LA,UT,348
LA,VT,66
LA,VA,1616
LA,WA,1148
LA,WV,325
LA,WI,790
LA,WY,122
ME,AL,64
ME,AZ,1053
ME,AR,0
ME,CA,1374
ME,CO,1177
ME,CT,995
ME,DE,0
ME,FL,4872
ME,GA,306
ME,ID,118
ME,IL,212
ME,IN,379
ME,IA,0
ME,KS,0
ME,KY,267
ME,LA,106
ME,MD,706
ME,MA,4322
ME,MI,0
ME,MN,203
ME,MS,113
ME,MO,416
ME,MT,0
ME,NE,0
ME,NV,312
ME,NH,4786
ME,NJ,606
ME,NM,476
ME,NY,2366
ME,NC,1699
ME,ND,0
ME,OH,353
ME,OK,107
ME,OR,337
ME,PA,1450
ME,RI,235
ME,SC,575
ME,SD,0
ME,TN,256
ME,TX,1065
ME,UT,530
ME,VT,680
ME,VA,842
ME,WA,566
ME,WV,36
ME,WI,141
ME,WY,416
MD,AL,2195
MD,AZ,2248
MD,AR,855
MD,CA,8522
MD,CO,3452
MD,CT,2139
MD,DE,5631
MD,FL,13441
MD,GA,5543
MD,ID,234
MD,IL,2098
MD,IN,1920
MD,IA,932
MD,KS,554
MD,KY,992
MD,LA,1224
MD,ME,276
MD,MA,4508
MD,MI,2137
MD,MN,885
MD,MS,914
MD,MO,991
MD,MT,207
MD,NE,372
MD,NV,1333
MD,NH,279
MD,NJ,4879
MD,NM,607
MD,NY,8332
MD,NC,14508
MD,ND,16
MD,OH,3618
MD,OK,1329
MD,OR,458
MD,PA,21147
MD,RI,428
MD,SC,5577
MD,SD,60
MD,TN,2315
MD,TX,8905
MD,UT,475
MD,VT,310
MD,VA,29066
MD,WA,1831
MD,WV,7557
MD,WI,967
MD,WY,232
MA,AL,522
MA,AZ,5328
MA,AR,382
MA,CA,12018
MA,CO,4013
MA,CT,8705
MA,DE,1274
MA,FL,24301
MA,GA,3986
MA,ID,133
MA,IL,3112
MA,IN,251
MA,IA,538
MA,KS,781
MA,KY,441
MA,LA,1394
MA,ME,5081
MA,MD,3795
MA,MI,2240
MA,MN,1377
MA,MS,380
MA,MO,576
MA,MT,9
MA,NE,75
MA,NV,691
MA,NH,17754
MA,NJ,4948
MA,NM,701
MA,NY,16390
MA,NC,5669
MA,ND,44
MA,OH,2392
MA,OK,569
MA,OR,1823
MA,PA,7057
MA,RI,9638
MA,SC,3019
MA,SD,113
MA,TN,1714
MA,TX,5901
MA,UT,792
MA,VT,3897
MA,VA,5698
MA,WA,1806
MA,WV,409
MA,WI,715
MA,WY,140
MI,AL,5007
MI,AZ,12012
MI,AR,1771
MI,CA,15046
MI,CO,2417
MI,CT,722
MI,DE,903
MI,FL,22360
MI,GA,8520
MI,ID,389
MI,IL,13655
MI,IN,9897
MI,IA,2226
MI,KS,612
MI,KY,4803
MI,LA,1297
MI,ME,339
MI,MD,2250
MI,MA,1044
MI,MN,3186
MI,MS,2606
MI,MO,2957
MI,MT,388
MI,NE,934
MI,NV,6035
MI,NH,576
MI,NJ,1934
MI,NM,478
MI,NY,4188
MI,NC,10995
MI,ND,145
MI,OH,15671
MI,OK,544
MI,OR,2157
MI,PA,3820
MI,RI,538
MI,SC,4280
MI,SD,278
MI,TN,5810
MI,TX,14056
MI,UT,1123
MI,VT,125
MI,VA,5355
MI,WA,4125
MI,WV,1572
MI,WI,7235
MI,WY,812
MN,AL,701
MN,AZ,7949
MN,AR,1336
MN,CA,9692
MN,CO,2965
MN,CT,313
MN,DE,117
MN,FL,5005
MN,GA,1605
MN,ID,1643
MN,IL,5123
MN,IN,1675
MN,IA,6440
MN,KS,823
MN,KY,728
MN,LA,973
MN,ME,266
MN,MD,1169
MN,MA,722
MN,MI,3244
MN,MS,1355
MN,MO,2735
MN,MT,779
MN,NE,1647
MN,NV,1099
MN,NH,0
MN,NJ,509
MN,NM,913
MN,NY,1570
MN,NC,2017
MN,ND,8059
MN,OH,1810
MN,OK,768
MN,OR,1320
MN,PA,2431
MN,RI,128
MN,SC,534
MN,SD,2007
MN,TN,668
MN,TX,10285
MN,UT,887
MN,VT,0
MN,VA,1882
MN,WA,1483
MN,WV,75
MN,WI,16489
MN,WY,542
MS,AL,10358
MS,AZ,436
MS,AR,2948
MS,CA,4442
MS,CO,181
MS,CT,0
MS,DE,406
MS,FL,6103
MS,GA,3829
MS,ID,10
MS,IL,2391
MS,IN,943
MS,IA,965
MS,KS,259
MS,KY,873
MS,LA,11981
MS,ME,0
MS,MD,992
MS,MA,897
MS,MI,585
MS,MN,2020
MS,MO,2038
MS,MT,191
MS,NE,648
MS,NV,818
MS,NH,30
MS,NJ,102
MS,NM,608
MS,NY,404
MS,NC,1960
MS,ND,44
MS,OH,951
MS,OK,935
MS,OR,232
MS,PA,431
MS,RI,0
MS,SC,2737
MS,SD,437
MS,TN,9723
MS,TX,9219
MS,UT,1075
MS,VT,0
MS,VA,888
MS,WA,850
MS,WV,0
MS,WI,611
MS,WY,892
MO,AL,1270
MO,AZ,6354
MO,AR,6958
MO,CA,9661
MO,CO,6505
MO,CT,74
MO,DE,0
MO,FL,4774
MO,GA,3003
MO,ID,398
MO,IL,15832
MO,IN,3500
MO,IA,4989
MO,KS,19059
MO,KY,3279
MO,LA,1886
MO,ME,54
MO,MD,1668
MO,MA,780
MO,MI,2880
MO,MN,3014
MO,MS,1773
MO,MT,864
MO,NE,3315
MO,NV,1369
MO,NH,274
MO,NJ,382
MO,NM,1320
MO,NY,2549
MO,NC,2756
MO,ND,347
MO,OH,3468
MO,OK,7386
MO,OR,751
MO,PA,1174
MO,RI,346
MO,SC,2323
MO,SD,240
MO,TN,2368
MO,TX,15842
MO,UT,990
MO,VT,46
MO,VA,2294
MO,WA,2457
MO,WV,1103
MO,WI,1639
MO,WY,482
MT,AL,85
MT,AZ,1063
MT,AR,0
MT,CA,2584
MT,CO,1398
MT,CT,0
MT,DE,0
MT,FL,481
MT,GA,373
MT,ID,1847
MT,IL,349
MT,IN,199
MT,IA,344
MT,KS,153
MT,KY,0
MT,LA,284
MT,ME,302
MT,MD,49
MT,MA,0
MT,MI,183
MT,MN,1209
MT,MS,0
MT,MO,228
MT,NE,486
MT,NV,392
MT,NH,19
MT,NJ,0
MT,NM,21
MT,NY,376
MT,NC,813
MT,ND,1119
MT,OH,110
MT,OK,889
MT,OR,1610
MT,PA,401
MT,RI,0
MT,SC,234
MT,SD,180
MT,TN,222
MT,TX,1808
MT,UT,1618
MT,VT,140
MT,VA,237
MT,WA,4215
MT,WV,0
MT,WI,95
MT,WY,2296
NE,AL,603
NE,AZ,1388
NE,AR,555
NE,CA,2700
NE,CO,4892
NE,CT,404
NE,DE,0
NE,FL,950
NE,GA,289
NE,ID,343
NE,IL,1208
NE,IN,734
NE,IA,7420
NE,KS,4137
NE,KY,794
NE,LA,309
NE,ME,426
NE,MD,322
NE,MA,117
NE,MI,549
NE,MN,1774
NE,MS,0
NE,MO,3027
NE,MT,187
NE,NV,595
NE,NH,0
NE,NJ,88
NE,NM,317
NE,NY,1671
NE,NC,581
NE,ND,423
NE,OH,1545
NE,OK,968
NE,OR,284
NE,PA,1909
NE,RI,0
NE,SC,285
NE,SD,3855
NE,TN,330
NE,TX,3515
NE,UT,929
NE,VT,9
NE,VA,1215
NE,WA,409
NE,WV,0
NE,WI,154
NE,WY,1082
NV,AL,620
NV,AZ,10394
NV,AR,2131
NV,CA,29730
NV,CO,4858
NV,CT,636
NV,DE,789
NV,FL,2141
NV,GA,917
NV,ID,3732
NV,IL,2271
NV,IN,898
NV,IA,1080
NV,KS,1644
NV,KY,975
NV,LA,1125
NV,ME,299
NV,MD,368
NV,MA,426
NV,MI,902
NV,MN,352
NV,MS,699
NV,MO,1148
NV,MT,1038
NV,NE,880
NV,NH,505
NV,NJ,643
NV,NM,2411
NV,NY,1607
NV,NC,820
NV,ND,457
NV,OH,1363
NV,OK,1280
NV,OR,3658
NV,PA,2016
NV,RI,143
NV,SC,1325
NV,SD,724
NV,TN,246
NV,TX,5716
NV,UT,6980
NV,VT,0
NV,VA,1672
NV,WA,6809
NV,WV,97
NV,WI,925
NV,WY,264
NH,AL,240
NH,AZ,529
NH,AR,1320
NH,CA,1190
NH,CO,391
NH,CT,2045
NH,DE,84
NH,FL,2757
NH,GA,909
NH,ID,153
NH,IL,1079
NH,IN,78
NH,IA,81
NH,KS,0
NH,KY,211
NH,LA,0
NH,ME,4547
NH,MD,216
NH,MA,11008
NH,MI,550
NH,MN,0
NH,MS,161
NH,MO,0
NH,MT,137
NH,NE,140
NH,NV,326
NH,NJ,1199
NH,NM,155
NH,NY,2635
NH,NC,2185
NH,ND,0
NH,OH,958
NH,OK,0
NH,OR,161
NH,PA,1766
NH,RI,625
NH,SC,667
NH,SD,0
NH,TN,418
NH,TX,2790
NH,UT,316
NH,VT,2267
NH,VA,652
NH,WA,592
NH,WV,59
NH,WI,621
NH,WY,0
NJ,AL,2922
NJ,AZ,4214
NJ,AR,332
NJ,CA,9919
NJ,CO,2136
NJ,CT,4884
NJ,DE,6461
NJ,FL,23909
NJ,GA,8683
NJ,ID,123
NJ,IL,3104
NJ,IN,1558
NJ,IA,0
NJ,KS,36
NJ,KY,820
NJ,LA,384
NJ,ME,901
NJ,MD,5660
NJ,MA,7093
NJ,MI,1969
NJ,MN,537
NJ,MS,223
NJ,MO,1679
NJ,MT,579
NJ,NE,0
NJ,NV,1028
NJ,NH,903
NJ,NM,656
NJ,NY,32988
NJ,NC,13319
NJ,ND,268
NJ,OH,3080
NJ,OK,423
NJ,OR,460
NJ,PA,39867
NJ,RI,3008
NJ,SC,5132
NJ,SD,90
NJ,TN,2789
NJ,TX,7239
NJ,UT,778
NJ,VT,749
NJ,VA,8564
NJ,WA,1348
NJ,WV,745
NJ,WI,1115
NJ,WY,0
NM,AL,726
NM,AZ,10332
NM,AR,1187
NM,CA,5536
NM,CO,4450
NM,CT,0
NM,DE,167
NM,FL,835
NM,GA,1365
NM,ID,1915
NM,IL,765
NM,IN,954
NM,IA,336
NM,KS,1257
NM,KY,1070
NM,LA,40
NM,ME,62
NM,MD,178
NM,MA,512
NM,MI,1053
NM,MN,169
NM,MS,303
NM,MO,1574
NM,MT,249
NM,NE,230
NM,NV,2338
NM,NH,0
NM,NJ,355
NM,NY,1363
NM,NC,643
NM,ND,164
NM,OH,754
NM,OK,3509
NM,OR,1800
NM,PA,475
NM,RI,176
NM,SC,379
NM,SD,1068
NM,TN,662
NM,TX,16772
NM,UT,1209
NM,VT,229
NM,VA,1448
NM,WA,2292
NM,WV,210
NM,WI,468
NM,WY,363
NY,AL,4909
NY,AZ,5843
NY,AR,1206
NY,CA,25255
NY,CO,4380
NY,CT,23272
NY,DE,3848
NY,FL,63312
NY,GA,24235
NY,ID,349
NY,IL,9481
NY,IN,3507
NY,IA,822
NY,KS,704
NY,KY,2236
NY,LA,1378
NY,ME,1913
NY,MD,7642
NY,MA,19851
NY,MI,4910
NY,MN,1908
NY,MS,1855
NY,MO,4282
NY,MT,618
NY,NE,662
NY,NV,4136
NY,NH,1882
NY,NJ,52294
NY,NM,808
NY,NC,30206
NY,ND,202
NY,OH,6577
NY,OK,1791
NY,OR,1813
NY,PA,47476
NY,RI,4479
NY,SC,9593
NY,SD,299
NY,TN,4798
NY,TX,18967
NY,UT,1785
NY,VT,4205
NY,VA,18574
NY,WA,3700
NY,WV,1604
NY,WI,2033
NY,WY,277
NC,AL,4868
NC,AZ,3803
NC,AR,1057
NC,CA,12337
NC,CO,2612
NC,CT,2297
NC,DE,1038
NC,FL,15249
NC,GA,15027
NC,ID,596
NC,IL,6005
NC,IN,2632
NC,IA,1030
NC,KS,925
NC,KY,3986
NC,LA,1376
NC,ME,724
NC,MD,6360
NC,MA,2145
NC,MI,2608
NC,MN,807
NC,MS,2531
NC,MO,2351
NC,MT,273
NC,NE,343
NC,NV,653
NC,NH,308
NC,NJ,4287
NC,NM,985
NC,NY,12468
NC,ND,0
NC,OH,6441
NC,OK,1652
NC,OR,1344
NC,PA,7891
NC,RI,1758
NC,SC,31367
NC,SD,841
NC,TN,9656
NC,TX,11940
NC,UT,370
NC,VT,923
NC,VA,24506
NC,WA,3925
NC,WV,2337
NC,WI,1770
NC,WY,456
ND,AL,0
ND,AZ,985
ND,AR,59
ND,CA,242
ND,CO,1025
ND,CT,65
ND,DE,0
ND,FL,753
ND,GA,0
ND,ID,319
ND,IL,450
ND,IN,97
ND,IA,536
ND,KS,186
ND,KY,238
ND,LA,219
ND,ME,0
ND,MD,201
ND,MA,0
ND,MI,745
ND,MN,6433
ND,MS,0
ND,MO,326
ND,MT,1904
ND,NE,109
ND,NV,247
ND,NH,0
ND,NJ,242
ND,NM,297
ND,NY,0
ND,NC,503
ND,OH,647
ND,OK,159
ND,OR,0
ND,PA,251
ND,RI,0
ND,SC,66
ND,SD,1832
ND,TN,0
ND,TX,404
ND,UT,127
ND,VT,16
ND,VA,135
ND,WA,345
ND,WV,83
ND,WI,349
ND,WY,271
OH,AL,2859
OH,AZ,6477
OH,AR,979
OH,CA,10141
OH,CO,5159
OH,CT,654
OH,DE,280
OH,FL,23340
OH,GA,6873
OH,ID,695
OH,IL,6161
OH,IN,13253
OH,IA,1460
OH,KS,1286
OH,KY,18080
OH,LA,1521
OH,ME,771
OH,MD,3104
OH,MA,2619
OH,MI,14601
OH,MN,1189
OH,MS,713
OH,MO,3606
OH,MT,456
OH,NE,924
OH,NV,2050
OH,NH,994
OH,NJ,1850
OH,NM,1148
OH,NY,6321
OH,NC,13059
OH,ND,73
OH,OK,2698
OH,OR,1140
OH,PA,12037
OH,RI,560
OH,SC,4892
OH,SD,407
OH,TN,5439
OH,TX,12032
OH,UT,2155
OH,VT,43
OH,VA,6101
OH,WA,1898
OH,WV,7706
OH,WI,1103
OH,WY,554
OK,AL,862
OK,AZ,2830
OK,AR,5991
OK,CA,4443
OK,CO,3974
OK,CT,71
OK,DE,210
OK,FL,3528
OK,GA,2431
OK,ID,468
OK,IL,2272
OK,IN,415
OK,IA,637
OK,KS,7241
OK,KY,2343
OK,LA,1655
OK,ME,0
OK,MD,702
OK,MA,0
OK,MI,831
OK,MN,852
OK,MS,327
OK,MO,5431
OK,MT,334
OK,NE,1735
OK,NV,865
OK,NH,0
OK,NJ,308
OK,NM,540
OK,NY,654
OK,NC,1065
OK,ND,0
OK,OH,823
OK,OR,1040
OK,PA,891
OK,RI,0
OK,SC,692
OK,SD,90
OK,TN,1055
OK,TX,27675
OK,UT,152
OK,VT,0
OK,VA,1624
OK,WA,1636
OK,WV,293
OK,WI,388
OK,WY,334
OR,AL,151
OR,AZ,7151
OR,AR,250
OR,CA,17046
OR,CO,5550
OR,CT,60
OR,DE,0
OR,FL,2119
OR,GA,1991
OR,ID,5235
OR,IL,692
OR,IN,673
OR,IA,1001
OR,KS,426
OR,KY,373
OR,LA,882
OR,ME,70
OR,MD,461
OR,MA,284
OR,MI,305
OR,MN,1257
OR,MS,483
OR,MO,583
OR,MT,1249
OR,NE,637
OR,NV,3119
OR,NH,249
OR,NJ,156
OR,NM,1264
OR,NY,2423
OR,NC,1970
OR,ND,151
OR,OH,2302
OR,OK,414
OR,PA,849
OR,RI,55
OR,SC,1713
OR,SD,118
OR,TN,690
OR,TX,4097
OR,UT,1957
OR,VT,203
OR,VA,1715
OR,WA,28849
OR,WV,93
OR,WI,415
OR,WY,175
PA,AL,1991
PA,AZ,3616
PA,AR,339
PA,CA,11695
PA,CO,2036
PA,CT,2346
PA,DE,10526
